,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2002-05-31,97011.66666666667,192482.5,129282.1,70536.05263157895,250104.07142857142,212663.0,226766.8,174768.0,243560.0,120684.32142857143,95936.64516129032,275985.6666666667,125514.66666666667,97529.0,110674.0,105619.8,106253.5,91507.11764705883,95572.75,128201.0,154913.4,248039.7142857143,125651.125,145866.36363636365,109530.0,100786.85714285714,185508.0,98889.33333333333,201656.5,144104.5,172663.5,172771.66666666666,96124.26923076923,121774.48148148147,,101689.15151515152,63917.45,157590.5,107214.19047619047,203016.0,126128.55555555556,55960.0,95209.56,102638.53846153847,177126.25,137346.5,122292.22222222222,156396.54545454544,65015.9,130968.11111111111,147694.0
2002-06-30,97308.33333333333,192911.5,129911.3,70754.31578947368,252510.7142857143,213358.0,228968.4,176535.0,246449.0,121513.14285714286,96277.03225806452,278273.0,121511.75,97868.0,110821.27272727272,106039.8,106131.25,91731.35294117648,95908.0,129257.25,155922.4,250712.0,126027.16666666667,146706.54545454544,109776.0,101109.28571428571,186604.0,96358.42857142857,202854.25,145524.66666666666,173169.25,173102.66666666666,96786.26923076923,122174.66666666667,,101940.72727272728,64114.8,158279.2857142857,107740.80952380953,205956.0,126330.66666666667,56277.0,95382.84,103009.53846153847,177106.25,138198.0,123121.0,156843.72727272726,65169.2,131386.66666666666,146748.0
2002-07-31,97634.16666666667,193005.25,130505.6,71016.21052631579,255299.82142857142,214041.7857142857,231305.6,178472.0,249448.0,122311.57142857143,96656.64516129032,280751.3333333333,121867.25,98792.92307692308,111002.54545454546,106350.8,105846.0,91919.76470588235,96193.0,130265.0,156983.6,253551.85714285713,126338.41666666667,147298.18181818182,110467.0,101356.85714285714,187423.0,96507.85714285714,204079.25,146960.83333333334,174152.75,173475.0,97447.57692307692,122641.70370370371,,102193.39393939394,64321.35,158938.57142857142,108345.09523809524,209044.0,126616.77777777778,56483.0,95560.84,103401.15384615384,177201.25,138982.0,123920.22222222222,160463.83333333334,65370.3,131692.0,145949.0
2002-08-31,98278.0,193430.25,131063.6,71219.8947368421,258108.4642857143,214564.92857142858,233595.0,180157.0,252615.0,123105.67857142857,96993.7741935484,283187.6666666667,122206.75,99172.30769230769,111085.45454545454,106614.8,105716.75,92133.35294117648,96286.25,131280.0,158144.6,256392.2857142857,126654.29166666667,147971.63636363635,110995.0,101610.42857142857,188012.0,96685.71428571429,205454.75,148616.83333333334,175626.5,173882.33333333334,98017.76923076923,122951.48148148147,,102406.63636363637,64526.25,159472.85714285713,109005.23809523809,212518.0,126946.0,56626.0,95701.4,103754.53846153847,177104.75,139699.0,124629.55555555556,160868.33333333334,65615.9,129684.9,146287.0
2002-09-30,98465.76923076923,193556.75,131604.5,71432.73684210527,260881.39285714287,215138.42857142858,235490.4,181892.0,255695.0,123875.0,97312.6129032258,286071.3333333333,122544.25,99532.38461538461,111201.18181818182,106809.6,105587.25,92336.23529411765,96267.75,132225.25,159292.8,259090.57142857142,126878.95833333333,148504.18181818182,111432.0,101920.14285714286,188829.0,99191.0,206798.5,150209.66666666666,177537.25,174497.0,98562.42307692308,121504.0,,102613.48484848485,64720.15,160081.5,109658.47619047618,216637.0,127295.66666666667,91504.5,95868.88,104069.38461538461,176894.75,140302.75,125267.22222222222,161293.75,65869.3,129995.5,146960.0
2002-10-31,98642.46153846153,193521.0,132204.6,71634.21052631579,263718.78571428574,215718.57142857142,237940.8,183846.0,258765.0,124726.92857142857,97602.51612903226,288736.6666666667,122951.75,99872.69230769231,111354.36363636363,107042.4,105586.5,92571.58823529411,96422.75,133073.5,160442.6,261873.7142857143,127112.20833333333,149102.81818181818,111563.0,102310.42857142857,189608.0,99338.375,208294.5,151875.66666666666,179666.0,175062.66666666666,99094.46153846153,121769.5,,102831.93939393939,64937.55,160702.35714285713,110270.85714285714,220377.0,127591.66666666667,91506.5,96083.12,104383.23076923077,176551.25,140835.75,125856.55555555556,161689.5,66140.2,130388.3,147405.0
2002-11-30,98785.61538461539,193801.25,132929.5,71868.42105263157,266891.5,216248.85714285713,240696.4,186135.0,261744.0,125630.96428571429,97875.74193548386,291728.6666666667,123455.0,100271.61538461539,111608.90909090909,107276.8,105945.75,92858.29411764706,96743.125,134065.0,161549.2,264963.85714285716,127427.58333333333,149766.63636363635,111768.0,102668.85714285714,190565.0,99598.25,209976.5,153552.16666666666,181830.75,175769.33333333334,99783.34615384616,122105.03571428571,,103100.27272727272,65127.85,161525.2142857143,110836.71428571429,223806.0,127872.11111111111,91692.5,96293.84,104689.69230769231,176426.5,141750.25,126589.66666666667,162209.41666666666,66297.2,130756.4,147842.0
2002-12-31,98982.53846153847,194336.75,133735.6,72095.31578947368,270290.8214285714,216637.64285714287,243412.0,188595.0,264836.0,126618.10714285714,98116.0,294400.0,123885.0,100632.69230769231,111839.72727272728,107547.0,106419.25,93154.88235294117,97129.25,135080.25,162516.8,268125.28571428574,127837.79166666667,150609.54545454544,112038.0,102968.28571428571,191351.0,99949.875,211839.75,155259.66666666666,184110.0,176346.33333333334,100515.80769230769,122405.32142857143,,103379.93939393939,65316.0,162327.14285714287,111446.23809523809,226682.0,128207.77777777778,91974.0,96523.64,104948.0,222020.2,142678.0,127350.0,162759.08333333334,66425.7,131148.5,148093.0
2003-01-31,99218.61538461539,195116.0,134602.9,72310.63157894737,263042.36666666664,216992.0,245837.0,190994.0,267847.0,127683.10714285714,98329.45161290323,297863.6666666667,124268.5,100904.84615384616,111982.90909090909,107835.2,106849.25,93373.35294117648,97417.875,136103.25,163510.8,270981.28571428574,128236.91666666667,151512.0909090909,112249.0,103218.57142857143,192089.0,100309.75,213730.0,156857.83333333334,186459.25,177088.66666666666,101247.92307692308,122728.85714285714,,103653.0,65440.0,163129.07142857142,112079.76190476191,229946.0,128630.0,92471.5,96669.08,102867.5,222120.4,143745.0,128103.44444444444,163397.25,66530.4,131546.1,148580.0
2003-02-28,99543.76923076923,195657.0,135499.8,72533.15789473684,261510.5806451613,217396.2857142857,248088.4,193515.0,271151.0,128807.89285714286,98576.35483870968,301339.0,124584.75,101125.23076923077,112163.36363636363,108174.2,107049.25,93552.29411764706,97688.25,137018.25,164799.2,273483.85714285716,128628.20833333333,152330.54545454544,112620.0,103490.28571428571,192978.0,98904.66666666667,215421.25,158272.5,188704.25,177856.33333333334,101921.23076923077,123037.67857142857,,103928.42424242424,65609.2,163840.42857142858,112749.33333333333,233510.0,129136.55555555556,92907.5,96877.28,102986.71428571429,222086.8,144587.25,128767.88888888889,164129.16666666666,66746.2,131983.2,149099.0
2003-03-31,99849.53846153847,196247.75,136370.8,72756.73684210527,264376.0967741936,217809.7857142857,250611.4,195935.0,274458.0,129937.07142857143,98886.74193548386,305361.0,124859.5,101376.38461538461,112353.63636363637,108517.0,107032.5,93755.29411764706,98059.0,137823.0,166424.8,276010.4285714286,128997.29166666667,152926.0909090909,112891.0,103802.71428571429,193856.0,99272.44444444444,216990.5,159695.16666666666,190962.75,178802.66666666666,102596.80769230769,123368.71428571429,,104186.42424242424,65810.2,164526.07142857142,113427.19047619047,237352.0,129606.55555555556,93185.5,97106.64,103106.64285714286,222246.0,145470.25,129423.0,164999.75,66936.7,132574.4,149517.0
2003-04-30,100183.23076923077,196765.25,137198.3,72984.84210526316,267309.32258064515,218184.07142857142,253152.2,198565.0,277665.0,131073.07142857142,99188.2258064516,308755.6666666667,125348.5,101729.38461538461,112604.09090909091,108827.0,107057.5,94018.88235294117,98381.875,138598.0,168086.2,278571.28571428574,129391.25,153241.9090909091,113434.0,104125.0,194957.0,99599.33333333333,203876.2,161088.33333333334,193329.75,179863.33333333334,103272.34615384616,123690.10714285714,,104478.33333333333,66041.4,165258.14285714287,114064.61904761905,240883.0,130034.44444444444,93416.5,97420.4,103287.14285714286,222465.4,146274.0,130149.77777777778,165947.66666666666,67179.5,133071.6,150004.0
2003-05-31,100412.76923076923,197626.0,137991.0,73239.84210526316,270216.6129032258,218322.5,255773.0,201314.0,280532.0,132154.2857142857,99396.09677419355,312961.0,125802.75,102071.53846153847,111667.08333333333,109095.6,107289.25,94297.94117647059,98599.375,139572.0,169653.6,281103.28571428574,128734.6,153944.18181818182,86302.5,104474.85714285714,195876.0,100036.33333333333,205318.8,162712.16666666666,196034.5,180548.0,103826.53846153847,123956.57142857143,,104712.12121212122,66232.25,165968.42857142858,114764.90476190476,244284.0,130394.0,93504.5,97719.6,103419.14285714286,222435.2,147057.5,131021.77777777778,166876.0,67435.5,133495.4,151037.0
2003-06-30,100595.69230769231,198668.5,138748.2,73479.73684210527,272957.48387096776,218579.07142857142,258241.4,204236.0,283394.0,133205.7142857143,99530.80645161291,316916.3333333333,126153.75,102442.38461538461,111781.5,109367.0,107755.0,94549.29411764706,98854.125,140602.0,171094.0,283432.28571428574,129125.24,154598.18181818182,86659.5,104836.42857142857,197158.0,100348.33333333333,206773.0,164351.66666666666,199143.5,181099.0,104350.5,124197.5,,104992.0303030303,66405.6,166764.35714285713,115441.80952380953,247746.0,130734.88888888889,93768.5,97940.08,103508.92857142857,222296.4,147816.75,131880.11111111112,167791.58333333334,67701.3,133833.0,152253.0
2003-07-31,100757.76923076923,200267.25,139546.3,73728.05263157895,275684.67741935485,218814.35714285713,260667.4,207006.0,286200.0,134240.42857142858,99672.93548387097,321059.0,132508.2,102801.15384615384,111895.91666666667,109716.2,108372.0,94807.88235294117,99152.875,141697.25,172560.6,285644.14285714284,129549.64,155548.72727272726,87031.0,105213.0,198300.0,100739.33333333333,208666.6,166020.16666666666,202002.0,181492.33333333334,104880.42307692308,124441.60714285714,,105282.66666666667,66564.4,167570.2857142857,116121.47619047618,251524.0,131188.44444444444,94013.0,98204.32,103637.42857142857,221925.8,148787.0,132766.11111111112,168736.25,67893.4,134247.7,153279.0
2003-08-31,101011.46153846153,202321.5,140455.5,73983.21052631579,278870.03225806454,219362.0,262969.6,209825.0,289092.0,135361.5,99898.6129032258,325217.6666666667,132681.4,103399.69230769231,110936.76923076923,110134.2,109084.25,95063.17647058824,102527.22222222222,143329.0,174258.4,288256.85714285716,130020.28,156557.54545454544,87686.0,105536.0,200111.0,101197.11111111111,211274.2,167852.66666666666,204555.75,182274.66666666666,105757.57692307692,124802.53571428571,,105663.87878787878,66729.65,168852.14285714287,116944.95238095238,255042.0,131606.55555555556,94560.0,98411.44,103842.92857142857,221815.0,150587.25,133718.0,166762.38461538462,68022.2,135040.0,153874.0
2003-09-30,101323.15384615384,204550.75,141489.7,74281.8947368421,282457.29032258067,219847.5,265714.2,212750.0,292197.0,136667.64285714287,100157.32258064517,330393.6666666667,132913.4,104075.23076923077,111229.0,110570.0,109868.75,95360.0,102608.55555555556,145143.75,176074.0,291153.4285714286,130546.88,157891.0909090909,88378.0,106029.125,201992.0,101759.88888888889,214498.8,169841.66666666666,206636.25,183200.33333333334,106836.19230769231,125180.78571428571,,106051.51515151515,66880.4,170242.57142857142,117879.0,258280.0,132123.88888888888,95065.5,98671.64,104044.07142857143,221848.0,152686.25,134887.44444444444,168106.38461538462,68140.7,135954.6,154281.0
2003-10-31,101595.76923076923,206748.75,142610.9,74632.42105263157,286159.5483870968,220378.7142857143,267899.4,215729.0,295936.0,138137.2142857143,100447.29032258065,337347.6666666667,133164.8,104814.30769230769,111508.53846153847,110986.8,110540.0,95653.94117647059,102850.11111111111,147266.0,178259.8,294300.85714285716,131082.84,159392.63636363635,89216.5,106580.625,204118.0,102350.44444444444,218190.2,171968.5,208776.5,184171.0,107970.5,125567.96428571429,,106429.54545454546,66998.45,171893.35714285713,118927.38095238095,261557.0,132565.33333333334,95826.5,98852.28,104233.0,222169.8,154942.5,136250.44444444444,168134.42857142858,68290.0,137088.4,154915.0
2003-11-30,101912.23076923077,207864.5,143640.9,74960.57894736843,289682.7419354839,220849.7142857143,270175.6,218602.0,299944.0,139620.39285714287,100783.12903225806,344540.3333333333,133569.2,105263.69230769231,111766.69230769231,111342.6,110828.0,95955.5294117647,102950.22222222222,148569.0,180399.2,297117.4285714286,130851.19230769231,160372.27272727274,89862.0,107017.25,205106.0,102684.77777777778,221886.2,173623.33333333334,211129.25,185063.0,108792.34615384616,125972.57142857143,,106724.72727272728,67170.5,173131.2857142857,119745.23809523809,265155.0,133165.66666666666,96310.5,99086.32,104455.5,222659.4,156038.0,137388.88888888888,169568.07142857142,68565.0,137806.6,155557.0
2003-12-31,102186.38461538461,208813.0,144796.3,75287.26315789473,293146.29032258067,221463.35714285713,272546.8,221204.0,303858.0,141116.7857142857,101200.93548387097,351428.3333333333,134278.0,105726.76923076923,111977.15384615384,111667.8,110967.75,96252.5294117647,103199.22222222222,149890.75,182742.2,299737.0,131157.65384615384,161207.0,90434.0,107413.5,206025.0,103086.33333333333,226064.0,175011.5,213716.75,185995.66666666666,109489.19230769231,126394.96428571429,,107019.87878787878,67380.35,174398.85714285713,120538.0,268863.0,133675.77777777778,96734.0,99301.84,104747.35714285714,222897.2,157069.75,138574.33333333334,170888.57142857142,68918.6,138478.5,156121.0
2004-01-31,102504.61538461539,209197.5,146056.1,75591.63157894737,297177.12903225806,222195.0,275147.0,223911.0,307637.0,142534.32142857142,101681.45161290323,357174.0,135081.8,106189.46153846153,112238.07692307692,111979.0,111192.25,96562.05882352941,103532.0,150923.5,185075.6,302375.71428571426,131475.8076923077,161891.63636363635,90728.5,107811.5,207009.0,103394.88888888889,230377.6,176541.83333333334,216441.5,186802.33333333334,110231.61538461539,127153.3448275862,,107259.9696969697,67625.0,168915.75,121213.85714285714,272075.0,134245.44444444444,96884.0,99638.8,105184.64285714286,223374.6,157937.75,139878.11111111112,172522.07142857142,69328.3,139162.2,156606.0
2004-02-29,102708.69230769231,210465.75,147674.9,75964.26315789473,301713.6129032258,223017.42857142858,277776.4,226708.0,311906.0,144115.39285714287,102158.0,363624.0,136096.4,106859.0,112516.84615384616,112254.0,111475.0,96877.82352941176,104001.33333333333,152448.5,187203.0,305172.85714285716,130767.37037037036,162933.63636363635,90966.0,108371.25,208542.0,103950.55555555556,235228.2,178401.83333333334,219494.0,187283.66666666666,111016.84615384616,127879.2,,107555.84848484848,67842.05,170341.875,122100.04761904762,275445.0,134757.66666666666,97177.5,99963.88,105822.64285714286,224113.2,159617.0,141569.11111111112,174219.92857142858,69718.9,140213.7,157261.0
2004-03-31,102994.53846153847,211807.75,149338.8,76338.47368421052,306421.9032258064,223760.14285714287,280053.0,229555.0,316431.0,145678.32142857142,102604.70967741935,370371.0,137041.0,107506.53846153847,112904.53846153847,112612.0,111967.0,97170.41176470589,104525.88888888889,154078.0,189174.2,307966.0,131164.5185185185,164106.27272727274,91309.5,105898.22222222222,209900.0,104530.11111111111,240303.4,180428.33333333334,222760.75,186868.66666666666,111810.03846153847,130497.74193548386,,107826.30303030302,68036.35,171965.4375,122984.71428571429,278650.0,135361.22222222222,97630.5,100300.16,106394.93333333333,224944.6,161261.5,143343.55555555556,176026.14285714287,70124.1,140772.72727272726,158237.0
2004-04-30,103252.38461538461,213342.25,151022.3,76751.63157894737,311160.93548387097,224444.42857142858,282664.0,232179.0,321294.0,147332.2857142857,102986.3870967742,377925.3333333333,138024.6,108173.61538461539,113301.07692307692,113022.2,112548.0,97424.5294117647,104983.66666666667,155901.75,191120.2,310672.85714285716,131537.5185185185,165169.9090909091,91607.0,107455.1,211083.0,105300.55555555556,245626.8,182349.0,226080.25,186478.66666666666,112579.5,130996.83870967742,,108133.66666666667,68235.25,173816.625,124052.38095238095,282062.0,136001.66666666666,97985.0,100571.4,107159.33333333333,225393.4,162930.25,145024.55555555556,177655.57142857142,70494.4,141860.54545454544,159427.0
2004-05-31,103665.0,215206.25,152640.2,77080.94736842105,316340.48387096776,225221.0,285320.0,234683.0,326398.0,149111.39285714287,103382.03225806452,383192.0,139148.8,106849.35714285714,113775.07692307692,113444.2,113122.0,97664.41176470589,105395.22222222222,158032.5,193389.8,314020.85714285716,131918.55555555556,165332.5,91880.5,107803.2,213053.0,103298.0,251781.6,184336.0,229496.25,187450.66666666666,113637.96153846153,131444.67741935485,,108476.30303030302,68432.85,175888.375,125217.71428571429,285732.0,136759.0,98556.5,100838.4,107820.53333333334,226072.4,165236.0,146720.55555555556,179672.42857142858,70785.3,142872.9090909091,160691.0
2004-06-30,104112.23076923077,217187.5,154355.8,77443.78947368421,322101.87096774194,226005.35714285713,288162.2,237254.0,332208.0,151137.25,103849.19354838709,389299.6666666667,140322.0,107556.35714285714,114079.76923076923,113813.8,113419.75,97936.23529411765,105755.66666666667,160318.5,196194.6,317400.28571428574,132431.2962962963,166370.33333333334,92204.5,108107.0,215875.0,104032.5,258972.6,186273.0,232836.5,189457.66666666666,114860.84615384616,131821.12903225806,,107735.61764705883,68622.85,177966.3125,126332.90476190476,289732.0,137487.44444444444,114928.66666666667,101159.8,108514.53333333334,226875.6,167860.75,148668.55555555556,181740.42857142858,71114.1,143964.36363636365,162144.0
2004-07-31,104678.61538461539,218879.5,156272.3,77791.52631578948,328088.51612903224,226836.42857142858,290985.2,240179.0,338846.0,153417.4642857143,104268.0,396032.0,141580.2,108268.42857142857,114263.84615384616,114140.6,113588.5,98234.58823529411,106091.33333333333,162665.75,199181.6,321095.5714285714,132964.59259259258,167428.16666666666,92473.5,108503.9,218812.0,104575.1,266265.6,188294.0,236577.25,191619.33333333334,116083.73076923077,132197.35483870967,,108098.64705882352,68818.2,180249.9375,127458.0,293659.0,138062.44444444444,115525.0,101476.88,109169.06666666667,227750.2,170260.0,150707.33333333334,183839.85714285713,71544.2,145027.0909090909,163472.0
2004-08-31,105175.53846153847,219551.5,158367.7,78204.1052631579,333739.4516129032,227584.35714285713,293793.2,243306.0,345760.0,155870.92857142858,104644.74193548386,404393.0,142397.6,108729.71428571429,114361.46153846153,114502.8,113799.75,98590.76470588235,106522.44444444444,164048.75,202093.4,323937.71428571426,133454.03703703705,168385.33333333334,92761.0,108839.9,220536.0,105094.0,271437.6,190054.66666666666,240303.0,193011.66666666666,117023.19230769231,132651.1935483871,,108362.38235294117,69044.4,182093.0,128270.42857142857,297170.0,133529.4,115859.33333333333,101862.28,109808.06666666667,228321.0,171444.75,152922.0,182695.6,72137.7,146294.58333333334,164986.0
2004-09-30,105682.30769230769,219910.75,160624.7,78607.8947368421,339531.8387096774,228406.85714285713,296629.2,246469.0,352864.0,158411.5,105024.67741935483,410705.3333333333,143246.4,109077.35714285714,113896.64285714286,114839.0,114115.0,98953.4705882353,107135.33333333333,165194.0,204951.2,326997.71428571426,132251.14285714287,169149.25,92962.5,109142.0,221133.0,105407.8,276048.8,191826.66666666666,244416.0,194067.33333333334,117737.96153846153,133197.29032258064,,108580.82352941176,69340.45,183998.125,129175.19047619047,300192.0,134201.4,116349.0,102223.76,110470.26666666666,228590.2,172343.5,154996.11111111112,184380.4,72743.1,146917.5,166262.0
2004-10-31,106218.07692307692,220637.5,163107.1,78997.1052631579,345453.96774193546,229338.2142857143,299896.6,249701.0,359106.0,160876.32142857142,105424.93548387097,415357.6666666667,144082.4,109380.21428571429,115432.4,115194.2,114496.25,99386.76470588235,107649.55555555556,166093.25,207558.2,329603.28571428574,132747.75,169695.58333333334,93041.0,109419.8,221614.0,105718.3,280427.0,193353.66666666666,248474.5,195253.33333333334,118452.23076923077,133798.12903225806,,108770.5,69692.05,185733.375,130017.57142857143,303280.0,135168.5,116722.66666666667,102636.8,111932.25,228853.6,173524.5,157100.33333333334,186095.33333333334,73320.5,147406.91666666666,167376.0
2004-11-30,106884.69230769231,222200.75,165909.6,79368.78947368421,351794.29032258067,230383.14285714287,303268.2,253149.0,365100.0,163439.57142857142,106587.75,420493.6666666667,145316.2,109929.0,115596.26666666666,112812.83333333333,114976.0,99672.64705882352,108114.11111111111,167897.0,210426.0,332401.14285714284,133264.0357142857,170557.0,93136.0,109887.9,222933.0,106067.9,286094.4,195134.16666666666,252270.5,196396.66666666666,119349.19230769231,134413.5806451613,,108993.76470588235,69987.4,188023.3125,131152.7142857143,306155.0,136210.6,117340.33333333333,103063.32,112460.375,228911.8,175404.75,159123.44444444444,188188.53333333333,73797.2,144846.38461538462,168367.0
2004-12-31,107541.15384615384,224015.75,168857.6,79757.63157894737,358131.5483870968,231419.7142857143,306439.0,256942.0,371109.0,166146.85714285713,106990.82352941176,427039.0,146591.8,110566.64285714286,115935.13333333333,113256.0,120992.4,99958.88235294117,108371.77777777778,169630.25,213304.0,335228.0,133794.9642857143,171382.16666666666,93271.0,110408.9,224610.0,106402.4,291105.6,197274.5,255732.0,197689.66666666666,120385.23076923077,135129.4193548387,,109238.91176470589,70220.25,190342.875,132233.09523809524,309259.0,137284.6,117980.0,103515.8,112938.625,224102.5,177401.5,161156.33333333334,190523.66666666666,74233.0,145664.84615384616,169664.0
2005-01-31,108136.30769230769,226063.75,172053.0,80223.68421052632,364169.0967741936,236791.0,309249.0,260680.0,377881.0,169145.0,107208.5294117647,434731.3333333333,143750.33333333334,108865.5,112849.77777777778,121272.85714285714,121422.6,100259.35294117648,104707.90909090909,171836.0,216667.0,338163.71428571426,134299.17857142858,171244.15384615384,93726.5,112373.72727272728,194650.5,106032.63636363637,265403.28571428574,199402.5,258940.25,165760.5,121450.57692307692,133776.73529411765,158017.5,109559.94117647059,70525.45,188449.35294117648,126136.70833333333,312596.0,131298.18181818182,118736.0,103913.16,110520.57692307692,211854.57142857142,179394.5,163025.66666666666,183121.52631578947,74642.3,141252.05263157896,171138.0
2005-02-28,108748.61538461539,227928.75,175111.6,80730.52631578948,370011.3548387097,237630.93333333332,312088.6,264332.0,384220.0,172191.4642857143,106461.27777777778,441977.0,153068.7142857143,105309.08695652174,110405.72727272728,110548.23076923077,113180.83333333333,100703.0,104501.18181818182,173780.5,219895.0,341402.28571428574,134726.7142857143,171855.3076923077,94323.0,112107.86666666667,200704.75,106280.27272727272,269681.28571428574,201521.83333333334,262258.25,166906.25,122553.53846153847,134422.67647058822,157711.5,108318.0,70807.55,188474.77777777778,122325.66666666667,315604.0,132176.0909090909,113028.75,104389.0,106256.96875,212184.7142857143,181092.75,164766.66666666666,185078.57894736843,75202.7,141198.0,173922.0
2005-03-31,108087.14285714286,229908.5,178400.9,81271.0,375995.4516129032,238821.46666666667,315208.0,267664.0,390480.0,175545.0357142857,107040.5945945946,449701.6666666667,182157.11111111112,103252.96,108745.125,111460.94444444444,112480.57142857143,100062.22222222222,104282.54545454546,175819.25,222837.0,344412.5714285714,134037.9655172414,172468.15384615384,88708.66666666667,112334.73333333334,201268.0,104881.08333333333,263402.25,203353.0,265423.5,198285.8,123614.53846153847,137692.36111111112,139056.33333333334,106816.70731707317,71085.55,191306.83333333334,119032.5172413793,318096.0,133249.9090909091,113754.75,104916.92,99669.73809523809,208524.44444444444,182794.5,156628.3,182788.25,75838.2,138718.9090909091,165273.5
2005-04-30,108751.21428571429,232153.5,182214.0,81828.21052631579,382379.5483870968,240049.4,318119.6,271274.0,397243.0,179205.7142857143,107476.94594594595,458060.3333333333,175162.18181818182,103860.84,107945.76,109127.85,112606.28571428571,100531.94444444444,104425.90909090909,177514.25,225596.4,347596.4285714286,134471.93103448275,173464.3076923077,99441.25,109436.75,202127.25,104668.83333333333,268321.75,205254.66666666666,268747.0,199555.2,124696.19230769231,138344.13888888888,125971.75,107015.09756097561,71286.5,190599.94736842104,119892.41379310345,320548.0,134276.36363636365,115795.16666666667,105527.96,100328.40425531915,209451.0,184966.25,158480.0,185440.2,76553.5,139359.5909090909,165726.25
2005-05-31,110149.46666666666,234227.0,186696.9,82422.78947368421,388628.0,241519.26666666666,321067.0,275386.0,404867.0,183147.07142857142,108041.81081081081,468523.0,176983.54545454544,104444.64,108328.5,108650.0,112634.71428571429,100932.33333333333,104907.45454545454,178826.0,228668.2,349846.14285714284,134924.7931034483,174464.92307692306,100132.75,109916.125,208275.8,104538.5,272429.125,206788.16666666666,272234.0,200597.6,125665.57692307692,139129.97222222222,126541.5,107249.9268292683,71558.2,193472.0,120801.55172413793,322590.0,135444.36363636365,116552.5,106121.88,98483.28846153847,199684.2,186712.25,160567.5,187918.05,77189.8,140324.22727272726,215664.8
2005-06-30,110869.4,236072.25,191739.9,83010.42105263157,394804.87096774194,243145.73333333334,324162.8,279865.0,412467.0,187245.17857142858,108639.81081081081,479117.3333333333,179149.36363636365,105095.08,108675.30769230769,109442.38095238095,112866.57142857143,101322.66666666667,105510.09090909091,179840.75,232022.8,352133.28571428574,135273.10344827586,175385.92307692306,107245.2,110497.0,209461.8,104576.58333333333,276146.0,208200.83333333334,275922.75,201228.6,126588.23076923077,140150.52777777778,127373.75,107427.36585365854,71895.9,196478.26315789475,121905.75862068965,324398.0,136557.0909090909,117253.66666666667,106800.08,96621.14285714286,200979.6,188259.5,163224.81818181818,190648.85,77823.8,141398.27272727274,217819.0
2005-07-31,111454.4,237918.0,196958.9,83582.73684210527,400759.48387096776,244923.06666666668,327220.0,284100.0,419337.0,191560.10714285713,109240.78378378379,488912.0,179221.08333333334,105761.04,109110.80769230769,110271.42857142857,113336.57142857143,98846.73684210527,106214.09090909091,180834.25,235556.4,353952.14285714284,135566.6551724138,176052.3076923077,108194.2,109686.5294117647,210497.8,104766.0,279402.125,209503.5,279769.75,202180.0,127535.57692307692,141235.61111111112,128287.4,107655.87804878049,72217.3,199667.63157894736,123118.31034482758,325797.0,137910.36363636365,118112.66666666667,107503.52,95943.73684210527,202352.0,189698.5,165243.0909090909,193460.4,78459.6,142551.9090909091,220131.2
2005-08-31,112034.6,240155.0,202215.1,84107.52631578948,406729.48387096776,246663.33333333334,330349.8,288830.0,425575.0,196069.89285714287,109756.78378378379,497069.6666666667,182140.58333333334,106468.32,109519.96153846153,111010.66666666667,113782.57142857143,99145.63157894737,106940.36363636363,181792.5,239140.2,356048.28571428574,135766.62068965516,176622.07692307694,109005.8,110174.5294117647,212258.8,104976.25,283551.125,210851.5,283820.0,165197.7142857143,128582.15384615384,142276.5,128790.2,107895.43902439025,72523.95,202965.84210526315,124334.86206896552,327624.0,139321.27272727274,119017.33333333333,108189.32,96273.75438596492,203730.3,191571.75,166989.0909090909,196754.0,78836.5,143469.72727272726,223688.2
2005-09-30,112534.06666666667,242824.0,207482.4,84622.1052631579,412247.87096774194,248301.13333333333,333098.8,293388.0,431918.0,200434.64285714287,110282.51351351352,505264.6666666667,184933.0,107222.0,109920.38461538461,111622.42857142857,114108.85714285714,99447.68421052632,107822.54545454546,182819.5,242471.4,357635.5714285714,135972.2068965517,177273.38461538462,109941.0,110653.88235294117,214453.8,105174.0,287803.0,211963.5,287896.5,166702.14285714287,129731.42307692308,143313.41666666666,129436.0,108163.75609756098,72741.0,206431.94736842104,125469.03448275862,329978.0,138123.16666666666,119910.83333333333,108818.44,96641.8947368421,205775.9,193532.0,171310.16666666666,199872.35,79172.9,144134.27272727274,227251.4
